fixture_name,partition,condition,sim_iters,sim_time_ms,ln_iters,ln_time_ms,lqns_iters,lqns_time_ms,sim_vs_ln_max_rel_diff,sim_vs_lqns_max_rel_diff,matches_within_tol,notes
A3_multiserver_c8_loadLow,A3,f24off,3,16,53,711,6,42,9.991293521755557E-9,Infinity,match-ln,
C2_infTaskShared,C2,f24off,2,23,53,1491,2,36,2.3028322668378117E-8,Infinity,match-ln,
C2_infTaskSimple,C2,f24off,2,12,53,617,2,34,1.4814814737485247E-8,Infinity,match-ln,
B_scaleAxis_tasks10_fanout,B,f24off,10,174,53,8437,7,71,0.4661943123010325,Infinity,match-neither,
A1_chain_d5_N100,A1,f24off,3,34,53,3113,50,34,1.7228200366711692E-7,Infinity,match-ln,
A2_multiclassA_2refs_loadHigh_N20,A2,f24off,2,24,53,1021,10,27,4.1387690706106725E-5,Infinity,match-ln,
A2_multiclassA_2refs_loadHigh_N50,A2,f24off,2,19,53,1073,10,34,1.3964118037485343E-4,Infinity,match-ln,
C4_lowDemand,C4,f24off,3,13,53,534,6,34,1.5234253431667415E-7,Infinity,match-ln,
C3_multiclassMultiEntry_asymmetric,C3,f24off,2,20,53,1048,10,28,0.0031854540870217365,Infinity,match-ln,
C2_infTaskDeep,C2,f24off,3,20,53,1886,2,28,4.6306999344064256E-8,Infinity,match-ln,
C5_satFanout_tasks10,C5,f24off,11,101,85,17649,12,131,0.4675063808582269,Infinity,match-neither,
C5_satFanout_tasks20,C5,f24off,10,463,81,41499,7,600,0.6054241421406608,Infinity,match-neither,
C5_satFanoutCaller_w2,C5,f24off,18,42,62,4813,26,49,0.5461559963276738,Infinity,match-neither,
C5_satFanoutCaller_w3,C5,f24off,18,36,65,7413,29,47,0.5159597384104402,Infinity,match-neither,
C5_satFanoutCaller_w4,C5,f24off,21,49,74,10922,31,57,0.44280151936520484,Infinity,match-neither,
A4_retryLoop,A4,f24off,4,21,53,1159,10,39,8.492578803253991E-8,Infinity,match-ln,
A2_multiclassB_2refs_demands_5to1_N20,A2,f24off,2,21,53,1603,9,33,0.001779978209858555,Infinity,match-ln,
A2_multiclassB_2refs_demands_5to1_N50,A2,f24off,2,17,53,1609,10,41,4.958272541139544E-4,Infinity,match-ln,
A4_chainPlusFanout,A4,f24off,6,36,53,4120,9,46,0.047621191697856,Infinity,match-ln,
C6_andForkPsHost,C6,f24off,3,262,53,15315,50,34,0.36167077270887615,Infinity,match-neither,
A3_multiserver_c8_loadHigh,A3,f24off,3,7,53,463,8,34,1.6710729481066138E-8,Infinity,match-ln,
C6_multiclassAndFork,C6,f24off,2,471,53,34663,8,29,1.0761322450827713,Infinity,match-neither,
A4_threeTier_sequence,A4,f24off,4,18,53,842,6,33,0.039781102447431146,Infinity,match-ln,
A4_parallelService_andFork,A4,f24off,2,135,53,10505,8,23,4.37719490573342E-4,Infinity,match-ln,
A3_multiserver_c2_loadMedium,A3,f24off,3,7,53,363,7,25,6.973386617755015E-9,Infinity,match-ln,
A5_orForkUneven,A5,f24off,3,12,53,456,,,2.001111264858365E-8,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_8fe356ea.lqnx:19: error: Task \
A2_multiclassB_2refs_demands_3to1_N20,A2,f24off,2,17,53,917,9,23,0.001359531198530082,Infinity,match-ln,
A2_multiclassB_2refs_demands_3to1_N50,A2,f24off,2,14,53,921,10,21,4.6846225916296334E-4,Infinity,match-ln,
B_scaleAxis_tasks5_chain,B,f24off,3,21,53,2923,14,29,2.0970642853838956E-5,Infinity,match-ln,
A3_multiserver_c4_loadMedium,A3,f24off,3,7,53,363,7,24,1.1480981767115277E-8,Infinity,match-ln,
C1_fanOut2_caller_c1,C1,f24off,8,15,53,777,7,28,0.29442364637371543,Infinity,match-neither,
C1_fanOut2_caller_c2,C1,f24off,8,16,53,1020,7,32,0.29442364637371543,Infinity,match-neither,
A3_multiserver_c4_loadHigh,A3,f24off,3,10,53,563,8,27,1.672147850555455E-8,Infinity,match-ln,
A4_multiclass_multiserver,A4,f24off,2,16,53,2089,10,26,0.0058931291162968085,Infinity,match-ln,
A4_threeTier_multiclass,A4,f24off,5,22,53,2219,13,28,0.0014133495844144029,Infinity,match-ln,
A3_multiserver_c2_loadHigh,A3,f24off,3,9,53,445,8,22,1.1017551485745867E-8,Infinity,match-ln,
A3_multiserver_c8_loadMedium,A3,f24off,3,8,53,410,7,26,1.0734038792624971E-8,Infinity,match-ln,
A4_replyThenLog,A4,f24off,3,11,53,427,2,23,0.001869542403480529,Infinity,match-ln,
A4_multiclass_multientry,A4,f24off,2,19,53,1468,9,26,0.0029704995920316673,Infinity,match-ln,
A5_replyAtBound,A5,f24off,3,11,53,424,2,22,0.013407702493180615,Infinity,match-ln,
C1_fanOut4_caller_c1,C1,f24off,9,27,53,1468,7,28,0.3032292953102441,Infinity,match-neither,
C1_fanOut4_caller_c2,C1,f24off,9,29,53,1619,7,26,0.30322929531024384,Infinity,match-neither,
A2_multiclassA_2refs_loadLow_N20,A2,f24off,2,17,53,1042,9,25,1.1822905059019936E-4,Infinity,match-ln,
A2_multiclassA_2refs_loadLow_N50,A2,f24off,2,15,53,1015,10,21,4.4189298629087833E-4,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N20,A2,f24off,2,15,53,1258,10,29,0.0026199704343522335,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N50,A2,f24off,2,16,53,1294,10,26,8.745258894391715E-4,Infinity,match-ln,
C3_multiclassMultiEntry_2refs,C3,f24off,2,15,53,784,9,27,0.0017895176634592802,Infinity,match-ln,
C3_multiclassMultiEntry_3refs,C3,f24off,2,19,53,1298,9,22,0.017838030039096186,Infinity,match-ln,
B_scaleAxis_tasks10_chain,B,f24off,3,38,53,5812,21,39,1.8220381141459866E-4,Infinity,match-ln,
C4_nearSaturation,C4,f24off,3,9,53,862,12,27,0.023262120170923516,Infinity,match-ln,
A3_multiserver_c2_loadLow,A3,f24off,3,10,53,536,6,28,8.971813918930354E-9,Infinity,match-ln,
B_scaleAxis_tasks60_chain,B,f24off,3,498,201,143124,50,330,0.003164909231250275,Infinity,match-ln,
A4_databaseBackend,A4,f24off,4,17,53,1370,9,53,2.025474332613784E-8,Infinity,match-ln,
B_scaleAxis_tasks20_fanout,B,f24off,10,696,81,42114,6,302,0.5944015949902322,Infinity,match-neither,
A5_andForkMultiAct,A5,f24off,2,304,53,16590,8,27,4.377249605331319E-4,Infinity,match-ln,
A3_multiserver_c4_loadLow,A3,f24off,3,9,53,409,6,19,8.843923331036364E-9,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N20,A2,f24off,2,15,53,976,9,23,8.205438235700965E-4,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N50,A2,f24off,2,14,53,984,10,24,4.361744390904642E-4,Infinity,match-ln,
B_scaleAxis_tasks40_chain,B,f24off,3,232,161,73318,50,144,0.0022165153587857755,Infinity,match-ln,
B_scaleAxis_tasks40_fanout,B,f24off,9,3620,161,621988,6,5532,0.7234326743937365,Infinity,match-neither,
A1_chain_d3_N50,A1,f24off,3,19,53,3184,12,37,2.134757490402767E-6,Infinity,match-ln,
A1_chain_d5_N20,A1,f24off,3,23,53,1968,14,31,3.714132185728673E-8,Infinity,match-ln,
A1_chain_d5_N50,A1,f24off,3,25,53,4659,15,35,2.1279590799571067E-6,Infinity,match-ln,
A1_chain_d8_N50,A1,f24off,3,44,53,7876,19,38,5.2280851766185225E-6,Infinity,match-ln,
C7_deepChainAllExp,C7,f24off,3,23,56,2362,50,32,1.3595630692004566,Infinity,match-neither,
A5_seqMultiEntry,A5,f24off,3,17,53,898,9,25,1.7841518981792872E-8,Infinity,match-ln,
A5_andForkThreeWay,A5,f24off,2,233,53,23756,9,33,2.3517507436495323E-4,Infinity,match-ln,
C1_fanOut3_caller_c1,C1,f24off,9,25,53,1547,8,34,0.36258688296200503,Infinity,match-neither,
C1_fanOut3_caller_c2,C1,f24off,9,29,53,1608,8,37,0.36258688296200503,Infinity,match-neither,
C4_predicateThreshold,C4,f24off,2,9,53,577,5,29,1.3333333282048427E-8,Infinity,match-ln,
B_scaleAxis_tasks5_fanout,B,f24off,10,38,53,4830,6,36,0.2812295256942146,Infinity,match-neither,
A5_combinedDag,A5,f24off,2,1021,53,57890,,,0.009836347340206995,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_161ba333.lqnx:34: error: Symbol \
A4_webApplication,A4,f24off,4,25,53,2859,6,33,1.8901380285144722E-8,Infinity,match-ln,
C7_deepChainMultiCall,C7,f24off,4,26,53,1787,14,32,0.32836720201172453,Infinity,match-neither,
A5_orForkThreeWay,A5,f24off,3,13,53,701,,,2.026260427220642E-8,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_8b7222fa.lqnx:19: error: Task \
B_scaleAxis_tasks60_fanout,B,f24off,8,20511,201,2100304,5,23017,0.8084267892424358,Infinity,match-neither,
B_scaleAxis_tasks20_chain,B,f24off,3,255,81,21658,34,85,0.004507340536968295,Infinity,match-ln,
C5_satFanout_tasks5,C5,f24off,26,79,81,11757,42,74,0.44067071425633886,Infinity,match-neither,
