fixture_name,partition,condition,sim_iters,sim_time_ms,ln_iters,ln_time_ms,lqns_iters,lqns_time_ms,sim_vs_ln_max_rel_diff,sim_vs_lqns_max_rel_diff,matches_within_tol,notes
A3_multiserver_c4_loadMedium,A3,f17_f24off,3,7,53,266,7,25,1.1480981767115277E-8,Infinity,match-ln,
C1_fanOut2_caller_c1,C1,f17_f24off,8,15,53,554,7,27,0.29442364637371543,Infinity,match-neither,
C1_fanOut2_caller_c2,C1,f17_f24off,8,17,53,740,7,33,0.29442364637371543,Infinity,match-neither,
A3_multiserver_c4_loadHigh,A3,f17_f24off,3,10,53,411,8,28,1.672147850555455E-8,Infinity,match-ln,
A4_multiclass_multiserver,A4,f17_f24off,2,16,53,1894,10,32,0.0058931291162968085,Infinity,match-ln,
A4_threeTier_multiclass,A4,f17_f24off,5,26,53,2114,13,31,0.0014133495844144029,Infinity,match-ln,
A3_multiserver_c2_loadHigh,A3,f17_f24off,3,9,53,252,8,26,1.1017551485745867E-8,Infinity,match-ln,
A3_multiserver_c8_loadMedium,A3,f17_f24off,3,10,53,279,7,26,1.0734038792624971E-8,Infinity,match-ln,
A4_replyThenLog,A4,f17_f24off,3,11,53,377,2,27,0.001869542403480529,Infinity,match-ln,
A4_multiclass_multientry,A4,f17_f24off,2,21,53,1343,9,29,0.0029704995920316673,Infinity,match-ln,
A5_replyAtBound,A5,f17_f24off,3,12,53,281,2,21,0.013407702493180615,Infinity,match-ln,
C1_fanOut4_caller_c1,C1,f17_f24off,9,33,53,965,7,28,0.3032292953102441,Infinity,match-neither,
C1_fanOut4_caller_c2,C1,f17_f24off,9,28,53,928,7,25,0.30322929531024384,Infinity,match-neither,
A2_multiclassA_2refs_loadLow_N20,A2,f17_f24off,2,15,53,790,9,25,1.1822905059019936E-4,Infinity,match-ln,
A2_multiclassA_2refs_loadLow_N50,A2,f17_f24off,2,14,53,819,10,20,4.4189298629087833E-4,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N20,A2,f17_f24off,2,15,53,1047,10,28,0.0026199704343522335,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N50,A2,f17_f24off,2,16,53,1046,10,27,8.745258894391715E-4,Infinity,match-ln,
C3_multiclassMultiEntry_2refs,C3,f17_f24off,2,16,53,693,9,30,0.0017895176634592802,Infinity,match-ln,
C3_multiclassMultiEntry_3refs,C3,f17_f24off,2,23,53,1094,9,22,0.017838030039096186,Infinity,match-ln,
B_scaleAxis_tasks10_chain,B,f17_f24off,3,37,53,4911,21,35,1.8220381141459866E-4,Infinity,match-ln,
C4_nearSaturation,C4,f17_f24off,3,8,53,652,12,29,0.023262120170923516,Infinity,match-ln,
A3_multiserver_c2_loadLow,A3,f17_f24off,3,9,53,322,6,25,8.971813918930354E-9,Infinity,match-ln,
B_scaleAxis_tasks60_chain,B,f17_f24off,3,543,201,117409,50,290,0.003164909231250275,Infinity,match-ln,
A4_databaseBackend,A4,f17_f24off,4,18,53,840,9,32,2.025474332613784E-8,Infinity,match-ln,
B_scaleAxis_tasks20_fanout,B,f17_f24off,10,622,81,28511,6,467,0.5944015949902322,Infinity,match-neither,
A5_andForkMultiAct,A5,f17_f24off,2,333,53,18996,8,32,4.377249605331319E-4,Infinity,match-ln,
A3_multiserver_c4_loadLow,A3,f17_f24off,3,9,53,265,6,21,8.843923331036364E-9,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N20,A2,f17_f24off,2,17,53,900,9,22,8.205438235700965E-4,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N50,A2,f17_f24off,2,15,53,930,10,28,4.361744390904642E-4,Infinity,match-ln,
B_scaleAxis_tasks40_chain,B,f17_f24off,3,256,161,78150,50,166,0.0022165153587857755,Infinity,match-ln,
B_scaleAxis_tasks40_fanout,B,f17_f24off,9,5058,161,244330,6,5970,0.7234326743937365,Infinity,match-neither,
A1_chain_d3_N50,A1,f17_f24off,3,29,53,2567,12,44,2.134757490402767E-6,Infinity,match-ln,
A1_chain_d5_N20,A1,f17_f24off,3,28,53,1224,14,38,3.714132185728673E-8,Infinity,match-ln,
A1_chain_d5_N50,A1,f17_f24off,3,27,53,3826,15,33,2.1279590799571067E-6,Infinity,match-ln,
A1_chain_d8_N50,A1,f17_f24off,3,42,53,6231,19,38,5.2280851766185225E-6,Infinity,match-ln,
C7_deepChainAllExp,C7,f17_f24off,3,23,56,1837,50,37,1.3595630692004566,Infinity,match-neither,
A5_seqMultiEntry,A5,f17_f24off,3,19,53,947,9,41,1.7841518981792872E-8,Infinity,match-ln,
A5_andForkThreeWay,A5,f17_f24off,2,307,53,18876,9,32,2.3517507436495323E-4,Infinity,match-ln,
C1_fanOut3_caller_c1,C1,f17_f24off,9,27,53,1033,8,32,0.36258688296200503,Infinity,match-neither,
C1_fanOut3_caller_c2,C1,f17_f24off,9,27,53,970,8,29,0.36258688296200503,Infinity,match-neither,
C4_predicateThreshold,C4,f17_f24off,2,9,53,409,5,34,1.3333333282048427E-8,Infinity,match-ln,
B_scaleAxis_tasks5_fanout,B,f17_f24off,10,49,53,3723,6,44,0.2812295256942146,Infinity,match-neither,
A5_combinedDag,A5,f17_f24off,2,1094,53,37687,,,0.009836347340206995,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_a69c54bb.lqnx:34: error: Symbol \
A4_webApplication,A4,f17_f24off,4,27,53,2380,6,25,1.8901380285144722E-8,Infinity,match-ln,
C7_deepChainMultiCall,C7,f17_f24off,4,23,53,1163,14,35,0.32836720201172453,Infinity,match-neither,
A5_orForkThreeWay,A5,f17_f24off,3,19,53,507,,,2.026260427220642E-8,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_abbf75a3.lqnx:19: error: Task \
B_scaleAxis_tasks60_fanout,B,f17_f24off,8,19823,201,607921,5,24229,0.8084267892424358,Infinity,match-neither,
B_scaleAxis_tasks20_chain,B,f17_f24off,3,131,81,22452,34,96,0.004507340536968295,Infinity,match-ln,
C5_satFanout_tasks5,C5,f17_f24off,26,45,81,11863,42,78,0.44067071425633886,Infinity,match-neither,
