fixture_name,partition,condition,sim_iters,sim_time_ms,ln_iters,ln_time_ms,lqns_iters,lqns_time_ms,sim_vs_ln_max_rel_diff,sim_vs_lqns_max_rel_diff,matches_within_tol,notes
A3_multiserver_c8_loadLow,A3,f24off,3,18,53,749,6,45,9.991293521755557E-9,Infinity,match-ln,
C2_infTaskShared,C2,f24off,2,25,53,1579,2,41,2.3028322668378117E-8,Infinity,match-ln,
C2_infTaskSimple,C2,f24off,2,15,53,635,2,37,1.4814814737485247E-8,Infinity,match-ln,
B_scaleAxis_tasks10_fanout,B,f24off,10,181,53,9396,7,96,0.4661943123010325,Infinity,match-neither,
A1_chain_d5_N100,A1,f24off,3,43,53,3555,50,42,1.7228200366711692E-7,Infinity,match-ln,
A2_multiclassA_2refs_loadHigh_N20,A2,f24off,2,49,53,1279,10,31,4.1387690706106725E-5,Infinity,match-ln,
A2_multiclassA_2refs_loadHigh_N50,A2,f24off,2,23,53,1197,10,34,1.3964118037485343E-4,Infinity,match-ln,
C4_lowDemand,C4,f24off,3,12,53,580,6,32,1.5234253431667415E-7,Infinity,match-ln,
C3_multiclassMultiEntry_asymmetric,C3,f24off,2,20,53,1118,10,32,0.0031854540870217365,Infinity,match-ln,
C2_infTaskDeep,C2,f24off,3,23,53,2079,2,42,4.6306999344064256E-8,Infinity,match-ln,
C5_satFanout_tasks10,C5,f24off,11,163,85,20981,12,132,0.4675063808582269,Infinity,match-neither,
C5_satFanout_tasks20,C5,f24off,10,599,81,49937,7,626,0.6054241421406608,Infinity,match-neither,
C5_satFanoutCaller_w2,C5,f24off,18,30,62,5038,26,40,0.5461559963276738,Infinity,match-neither,
C5_satFanoutCaller_w3,C5,f24off,18,34,65,6845,29,42,0.5159597384104402,Infinity,match-neither,
C5_satFanoutCaller_w4,C5,f24off,21,48,74,10193,31,57,0.44280151936520484,Infinity,match-neither,
A4_retryLoop,A4,f24off,4,21,53,1083,10,35,8.492578803253991E-8,Infinity,match-ln,
A2_multiclassB_2refs_demands_5to1_N20,A2,f24off,2,20,53,1452,9,37,0.001779978209858555,Infinity,match-ln,
A2_multiclassB_2refs_demands_5to1_N50,A2,f24off,2,17,53,1163,10,28,4.958272541139544E-4,Infinity,match-ln,
A4_chainPlusFanout,A4,f24off,6,35,53,2749,9,28,0.047621191697856,Infinity,match-ln,
C6_andForkPsHost,C6,f24off,3,209,53,15314,50,40,0.36167077270887615,Infinity,match-neither,
A3_multiserver_c8_loadHigh,A3,f24off,3,9,53,534,8,29,1.6710729481066138E-8,Infinity,match-ln,
C6_multiclassAndFork,C6,f24off,2,501,53,39010,8,30,1.0761322450827713,Infinity,match-neither,
A4_threeTier_sequence,A4,f24off,4,18,53,910,6,27,0.039781102447431146,Infinity,match-ln,
A4_parallelService_andFork,A4,f24off,2,150,53,10516,8,25,4.37719490573342E-4,Infinity,match-ln,
A3_multiserver_c2_loadMedium,A3,f24off,3,9,53,399,7,23,6.973386617755015E-9,Infinity,match-ln,
A5_orForkUneven,A5,f24off,3,11,53,606,,,2.001111264858365E-8,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_281a037f.lqnx:19: error: Task \
A2_multiclassB_2refs_demands_3to1_N20,A2,f24off,2,24,53,1046,9,24,0.001359531198530082,Infinity,match-ln,
A2_multiclassB_2refs_demands_3to1_N50,A2,f24off,2,16,53,1014,10,23,4.6846225916296334E-4,Infinity,match-ln,
B_scaleAxis_tasks5_chain,B,f24off,3,20,53,2799,14,28,2.0970642853838956E-5,Infinity,match-ln,
A3_multiserver_c4_loadMedium,A3,f24off,3,9,53,427,7,25,1.1480981767115277E-8,Infinity,match-ln,
C1_fanOut2_caller_c1,C1,f24off,8,16,53,898,7,25,0.29442364637371543,Infinity,match-neither,
C1_fanOut2_caller_c2,C1,f24off,8,16,53,1020,7,30,0.29442364637371543,Infinity,match-neither,
A3_multiserver_c4_loadHigh,A3,f24off,3,9,53,510,8,32,1.672147850555455E-8,Infinity,match-ln,
A4_multiclass_multiserver,A4,f24off,2,17,53,1930,10,24,0.0058931291162968085,Infinity,match-ln,
A4_threeTier_multiclass,A4,f24off,5,26,53,2373,13,28,0.0014133495844144029,Infinity,match-ln,
A3_multiserver_c2_loadHigh,A3,f24off,3,9,53,556,8,32,1.1017551485745867E-8,Infinity,match-ln,
A3_multiserver_c8_loadMedium,A3,f24off,3,10,53,496,7,30,1.0734038792624971E-8,Infinity,match-ln,
A4_replyThenLog,A4,f24off,3,13,53,496,2,22,0.001869542403480529,Infinity,match-ln,
A4_multiclass_multientry,A4,f24off,2,20,53,1345,9,25,0.0029704995920316673,Infinity,match-ln,
A5_replyAtBound,A5,f24off,3,11,53,486,2,20,0.013407702493180615,Infinity,match-ln,
C1_fanOut4_caller_c1,C1,f24off,9,30,53,1325,7,26,0.3032292953102441,Infinity,match-neither,
C1_fanOut4_caller_c2,C1,f24off,9,30,53,1443,7,27,0.30322929531024384,Infinity,match-neither,
A2_multiclassA_2refs_loadLow_N20,A2,f24off,2,19,53,1017,9,31,1.1822905059019936E-4,Infinity,match-ln,
A2_multiclassA_2refs_loadLow_N50,A2,f24off,2,16,53,1045,10,22,4.4189298629087833E-4,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N20,A2,f24off,2,16,53,1216,10,29,0.0026199704343522335,Infinity,match-ln,
A2_multiclassC_2refs_think_4to1_N50,A2,f24off,2,17,53,1180,10,23,8.745258894391715E-4,Infinity,match-ln,
C3_multiclassMultiEntry_2refs,C3,f24off,2,14,53,763,9,30,0.0017895176634592802,Infinity,match-ln,
C3_multiclassMultiEntry_3refs,C3,f24off,2,22,53,1450,9,26,0.017838030039096186,Infinity,match-ln,
B_scaleAxis_tasks10_chain,B,f24off,3,43,53,6116,21,35,1.8220381141459866E-4,Infinity,match-ln,
C4_nearSaturation,C4,f24off,3,10,53,838,12,25,0.023262120170923516,Infinity,match-ln,
A3_multiserver_c2_loadLow,A3,f24off,3,9,53,471,6,24,8.971813918930354E-9,Infinity,match-ln,
B_scaleAxis_tasks60_chain,B,f24off,3,495,201,143301,50,429,0.003164909231250275,Infinity,match-ln,
A4_databaseBackend,A4,f24off,4,33,53,1396,9,37,2.025474332613784E-8,Infinity,match-ln,
B_scaleAxis_tasks20_fanout,B,f24off,10,678,81,43575,6,341,0.5944015949902322,Infinity,match-neither,
A5_andForkMultiAct,A5,f24off,2,270,53,23948,8,34,4.377249605331319E-4,Infinity,match-ln,
A3_multiserver_c4_loadLow,A3,f24off,3,12,53,606,6,35,8.843923331036364E-9,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N20,A2,f24off,2,28,53,1573,9,34,8.205438235700965E-4,Infinity,match-ln,
A2_multiclassC_2refs_think_2to1_N50,A2,f24off,2,18,53,1489,10,39,4.361744390904642E-4,Infinity,match-ln,
B_scaleAxis_tasks40_chain,B,f24off,3,331,161,102652,50,141,0.0022165153587857755,Infinity,match-ln,
B_scaleAxis_tasks40_fanout,B,f24off,9,3798,161,515394,6,5024,0.7234326743937365,Infinity,match-neither,
A1_chain_d3_N50,A1,f24off,3,18,53,2815,12,34,2.134757490402767E-6,Infinity,match-ln,
A1_chain_d5_N20,A1,f24off,3,23,53,1741,14,28,3.714132185728673E-8,Infinity,match-ln,
A1_chain_d5_N50,A1,f24off,3,23,53,4301,15,32,2.1279590799571067E-6,Infinity,match-ln,
A1_chain_d8_N50,A1,f24off,3,38,53,6543,19,37,5.2280851766185225E-6,Infinity,match-ln,
C7_deepChainAllExp,C7,f24off,3,22,56,2308,50,36,1.3595630692004566,Infinity,match-neither,
A5_seqMultiEntry,A5,f24off,3,16,53,865,9,33,1.7841518981792872E-8,Infinity,match-ln,
A5_andForkThreeWay,A5,f24off,2,272,53,23492,9,24,2.3517507436495323E-4,Infinity,match-ln,
C1_fanOut3_caller_c1,C1,f24off,9,20,53,978,8,20,0.36258688296200503,Infinity,match-neither,
C1_fanOut3_caller_c2,C1,f24off,9,22,53,998,8,32,0.36258688296200503,Infinity,match-neither,
C4_predicateThreshold,C4,f24off,2,9,53,407,5,21,1.3333333282048427E-8,Infinity,match-ln,
B_scaleAxis_tasks5_fanout,B,f24off,10,25,53,3835,6,39,0.2812295256942146,Infinity,match-neither,
A5_combinedDag,A5,f24off,2,1113,53,60698,,,0.009836347340206995,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_b8193529.lqnx:34: error: Symbol \
A4_webApplication,A4,f24off,4,21,53,2460,6,25,1.8901380285144722E-8,Infinity,match-ln,
C7_deepChainMultiCall,C7,f24off,4,20,53,1290,14,29,0.32836720201172453,Infinity,match-neither,
A5_orForkThreeWay,A5,f24off,3,14,53,568,,,2.026260427220642E-8,,match-ln,LQNS unavailable: RuntimeException: Remote solver returned error: /tmp/lqns-rest/model_84f53c06.lqnx:19: error: Task \
B_scaleAxis_tasks60_fanout,B,f24off,8,17729,201,2267807,5,23550,0.8084267892424358,Infinity,match-neither,
B_scaleAxis_tasks20_chain,B,f24off,3,113,81,17937,34,57,0.004507340536968295,Infinity,match-ln,
C5_satFanout_tasks5,C5,f24off,26,34,81,8825,42,44,0.44067071425633886,Infinity,match-neither,
